NAZIONE;TERPA_DESCR_ENTE_CIRC;LISTE_DESCR_LISTA;VOTLI_NUM_VOTI_VAL
REPUBBLICA CECA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;0
ROMANIA;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;87
ROMANIA;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;54
ROMANIA;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;6
ROMANIA;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;2
ROMANIA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;0
ROMANIA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;0
ROMANIA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;0
ROMANIA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;0
ROMANIA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;0
ROMANIA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;0
ROMANIA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;0
ROMANIA;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;0
ROMANIA;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;0
ROMANIA;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;0
ROMANIA;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;0
ROMANIA;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
ROMANIA;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;28
ROMANIA;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;8
ROMANIA;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;8
ROMANIA;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;7
ROMANIA;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;5
ROMANIA;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;2
ROMANIA;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;2
ROMANIA;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;1
ROMANIA;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;1
ROMANIA;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;1
ROMANIA;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;1
ROMANIA;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;1
ROMANIA;II : ITALIA NORD-ORIENTALE;LA SINISTRA;0
ROMANIA;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;0
ROMANIA;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
ROMANIA;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;0
ROMANIA;II : ITALIA NORD-ORIENTALE;SVP;0
ROMANIA;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;30
ROMANIA;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;23
ROMANIA;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;21
ROMANIA;III : ITALIA CENTRALE;FORZA ITALIA;10
ROMANIA;III : ITALIA CENTRALE;FRATELLI D'ITALIA;8
ROMANIA;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;3
ROMANIA;III : ITALIA CENTRALE;EUROPA VERDE;3
ROMANIA;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;1
ROMANIA;III : ITALIA CENTRALE;PARTITO COMUNISTA;1
ROMANIA;III : ITALIA CENTRALE;FORZA NUOVA;0
ROMANIA;III : ITALIA CENTRALE;LA SINISTRA;0
ROMANIA;III : ITALIA CENTRALE;PARTITO ANIMALISTA;0
ROMANIA;III : ITALIA CENTRALE;PARTITO PIRATA;0
ROMANIA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;0
ROMANIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
ROMANIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;21
ROMANIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;12
ROMANIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;11
ROMANIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;7
ROMANIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;4
ROMANIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;3
ROMANIA;IV : ITALIA MERIDIONALE;LA SINISTRA;1
ROMANIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;0
ROMANIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;0
ROMANIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;0
ROMANIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;0
ROMANIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;0
ROMANIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;0
ROMANIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;0
ROMANIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
ROMANIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;6
ROMANIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;5
ROMANIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;5
ROMANIA;V : ITALIA INSULARE;FORZA ITALIA;4
ROMANIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;4
ROMANIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;2
ROMANIA;V : ITALIA INSULARE;EUROPA VERDE;1
ROMANIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;0
ROMANIA;V : ITALIA INSULARE;FORZA NUOVA;0
ROMANIA;V : ITALIA INSULARE;LA SINISTRA;0
ROMANIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;0
ROMANIA;V : ITALIA INSULARE;PARTITO COMUNISTA;0
ROMANIA;V : ITALIA INSULARE;PARTITO PIRATA;0
ROMANIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;0
ROMANIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;19
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;13
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;5
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;3
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;3
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;3
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;3
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;2
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;2
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;2
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;1
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;0
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;0
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;0
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;0
SLOVACCHIA;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;15
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;12
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;11
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;2
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;2
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;2
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;1
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;1
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;LA SINISTRA;1
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;1
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;0
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;0
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;0
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;0
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;0
SLOVACCHIA;II : ITALIA NORD-ORIENTALE;SVP;0
SLOVACCHIA;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;13
SLOVACCHIA;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;10
SLOVACCHIA;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;7
SLOVACCHIA;III : ITALIA CENTRALE;FORZA ITALIA;3
SLOVACCHIA;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;2
SLOVACCHIA;III : ITALIA CENTRALE;EUROPA VERDE;2
SLOVACCHIA;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;0
SLOVACCHIA;III : ITALIA CENTRALE;FORZA NUOVA;0
SLOVACCHIA;III : ITALIA CENTRALE;FRATELLI D'ITALIA;0
SLOVACCHIA;III : ITALIA CENTRALE;LA SINISTRA;0
SLOVACCHIA;III : ITALIA CENTRALE;PARTITO ANIMALISTA;0
SLOVACCHIA;III : ITALIA CENTRALE;PARTITO COMUNISTA;0
SLOVACCHIA;III : ITALIA CENTRALE;PARTITO PIRATA;0
SLOVACCHIA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;0
SLOVACCHIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
SLOVACCHIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;11
SLOVACCHIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;7
SLOVACCHIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;7
SLOVACCHIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;3
SLOVACCHIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;1
SLOVACCHIA;IV : ITALIA MERIDIONALE;LA SINISTRA;1
SLOVACCHIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;1
SLOVACCHIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;0
SLOVACCHIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;0
SLOVACCHIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;0
SLOVACCHIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;0
SLOVACCHIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;0
SLOVACCHIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;0
SLOVACCHIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;0
SLOVACCHIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
SLOVACCHIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;11
SLOVACCHIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;6
SLOVACCHIA;V : ITALIA INSULARE;EUROPA VERDE;3
SLOVACCHIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;3
SLOVACCHIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;2
SLOVACCHIA;V : ITALIA INSULARE;FORZA ITALIA;1
SLOVACCHIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;0
SLOVACCHIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;0
SLOVACCHIA;V : ITALIA INSULARE;FORZA NUOVA;0
SLOVACCHIA;V : ITALIA INSULARE;LA SINISTRA;0
SLOVACCHIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;0
SLOVACCHIA;V : ITALIA INSULARE;PARTITO COMUNISTA;0
SLOVACCHIA;V : ITALIA INSULARE;PARTITO PIRATA;0
SLOVACCHIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;0
SLOVACCHIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;12
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;5
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;4
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;3
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;3
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;1
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;1
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;0
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;0
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;0
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;0
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;0
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;0
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;0
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;0
SLOVENIA;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
SLOVENIA;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;91
SLOVENIA;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;84
SLOVENIA;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;62
SLOVENIA;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;24
SLOVENIA;II : ITALIA NORD-ORIENTALE;LA SINISTRA;17
SLOVENIA;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;14
SLOVENIA;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;13
SLOVENIA;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;11
SLOVENIA;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;7
SLOVENIA;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;3
SLOVENIA;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;3
SLOVENIA;II : ITALIA NORD-ORIENTALE;SVP;3
SLOVENIA;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;2
SLOVENIA;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;1
SLOVENIA;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;1
SLOVENIA;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1
SLOVENIA;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;0
SLOVENIA;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;7
SLOVENIA;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;4
SLOVENIA;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;4
SLOVENIA;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;4
SLOVENIA;III : ITALIA CENTRALE;EUROPA VERDE;1
SLOVENIA;III : ITALIA CENTRALE;FRATELLI D'ITALIA;1
SLOVENIA;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;0
SLOVENIA;III : ITALIA CENTRALE;FORZA ITALIA;0
SLOVENIA;III : ITALIA CENTRALE;FORZA NUOVA;0
SLOVENIA;III : ITALIA CENTRALE;LA SINISTRA;0
SLOVENIA;III : ITALIA CENTRALE;PARTITO ANIMALISTA;0
SLOVENIA;III : ITALIA CENTRALE;PARTITO COMUNISTA;0
SLOVENIA;III : ITALIA CENTRALE;PARTITO PIRATA;0
SLOVENIA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;0
SLOVENIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
SLOVENIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;0
SLOVENIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;0
SLOVENIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;0
SLOVENIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;0
SLOVENIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;0
SLOVENIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;0
SLOVENIA;IV : ITALIA MERIDIONALE;LA SINISTRA;0
SLOVENIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;0
SLOVENIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;0
SLOVENIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;0
SLOVENIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;0
SLOVENIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;0
SLOVENIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;0
SLOVENIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;0
SLOVENIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
SLOVENIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;0
SLOVENIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;0
SLOVENIA;V : ITALIA INSULARE;EUROPA VERDE;0
SLOVENIA;V : ITALIA INSULARE;FORZA ITALIA;0
SLOVENIA;V : ITALIA INSULARE;FORZA NUOVA;0
SLOVENIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;0
SLOVENIA;V : ITALIA INSULARE;LA SINISTRA;0
SLOVENIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;0
SLOVENIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;0
SLOVENIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;0
SLOVENIA;V : ITALIA INSULARE;PARTITO COMUNISTA;0
SLOVENIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;0
SLOVENIA;V : ITALIA INSULARE;PARTITO PIRATA;0
SLOVENIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;0
SLOVENIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
SPAGNA;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;641
SPAGNA;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;326
SPAGNA;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;253
SPAGNA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;193
SPAGNA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;169
SPAGNA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;161
SPAGNA;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;120
SPAGNA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;54
SPAGNA;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;37
SPAGNA;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;29
SPAGNA;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;25
SPAGNA;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;15
SPAGNA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;9
SPAGNA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;9
SPAGNA;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;8
SPAGNA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;5
SPAGNA;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;390
SPAGNA;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;231
SPAGNA;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;158
SPAGNA;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;151
SPAGNA;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;140
SPAGNA;II : ITALIA NORD-ORIENTALE;LA SINISTRA;78
SPAGNA;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;76
SPAGNA;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;39
SPAGNA;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;23
SPAGNA;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;14
SPAGNA;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;13
SPAGNA;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;8
SPAGNA;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;7
SPAGNA;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;7
SPAGNA;II : ITALIA NORD-ORIENTALE;SVP;6
SPAGNA;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;4
SPAGNA;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;2
SPAGNA;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;591
SPAGNA;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;223
SPAGNA;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;173
SPAGNA;III : ITALIA CENTRALE;EUROPA VERDE;145
SPAGNA;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;128
SPAGNA;III : ITALIA CENTRALE;FORZA ITALIA;113
SPAGNA;III : ITALIA CENTRALE;LA SINISTRA;113
SPAGNA;III : ITALIA CENTRALE;FRATELLI D'ITALIA;61
SPAGNA;III : ITALIA CENTRALE;PARTITO ANIMALISTA;34
SPAGNA;III : ITALIA CENTRALE;PARTITO COMUNISTA;20
SPAGNA;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;17
SPAGNA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;12
SPAGNA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;11
SPAGNA;III : ITALIA CENTRALE;PARTITO PIRATA;7
SPAGNA;III : ITALIA CENTRALE;FORZA NUOVA;2
SPAGNA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;422
SPAGNA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;217
SPAGNA;IV : ITALIA MERIDIONALE;FORZA ITALIA;155
SPAGNA;IV : ITALIA MERIDIONALE;EUROPA VERDE;152
SPAGNA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;121
SPAGNA;IV : ITALIA MERIDIONALE;LA SINISTRA;109
SPAGNA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;107
SPAGNA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;55
SPAGNA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;41
SPAGNA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;37
SPAGNA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;17
SPAGNA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;16
SPAGNA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;14
SPAGNA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;10
SPAGNA;IV : ITALIA MERIDIONALE;FORZA NUOVA;7
SPAGNA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;187
SPAGNA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;95
SPAGNA;V : ITALIA INSULARE;EUROPA VERDE;63
SPAGNA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;62
SPAGNA;V : ITALIA INSULARE;FORZA ITALIA;61
SPAGNA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;53
SPAGNA;V : ITALIA INSULARE;LA SINISTRA;37
SPAGNA;V : ITALIA INSULARE;FRATELLI D'ITALIA;22
SPAGNA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;12
SPAGNA;V : ITALIA INSULARE;PARTITO ANIMALISTA;11
SPAGNA;V : ITALIA INSULARE;PARTITO COMUNISTA;10
SPAGNA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;7
SPAGNA;V : ITALIA INSULARE;FORZA NUOVA;4
SPAGNA;V : ITALIA INSULARE;PARTITO PIRATA;2
SPAGNA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;1
SVEZIA;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;88
SVEZIA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;37
SVEZIA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;26
SVEZIA;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;24
SVEZIA;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;21
SVEZIA;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;11
SVEZIA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;4
SVEZIA;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;2
SVEZIA;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2
SVEZIA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;1
SVEZIA;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;1
