"Territorio"	"Tipo di indicatore demografico"	"Sesso"	"Età"	"Stato civile"	"Seleziona periodo"	"Value"	"Flags"
"Borso del Grappa"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2987	
"Borso del Grappa"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2968	
"Borso del Grappa"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5955	
"Bortigali"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	625	
"Bortigali"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	710	
"Bortigali"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1335	
"Borutta"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	135	
"Borutta"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	151	
"Borutta"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	286	
"Borzonasca"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1059	
"Borzonasca"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	976	
"Borzonasca"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2035	
"Bosa"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3838	
"Bosa"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4089	
"Bosa"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7927	
"Bosaro"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	728	
"Bosaro"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	758	
"Bosaro"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1486	
"Boschi Sant'Anna"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	668	
"Boschi Sant'Anna"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	722	
"Boschi Sant'Anna"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1390	
"Bosco Chiesanuova"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1864	
"Bosco Chiesanuova"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1704	
"Bosco Chiesanuova"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3568	
"Bosco Marengo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1196	
"Bosco Marengo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1178	
"Bosco Marengo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2374	
"Bosconero"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1563	
"Bosconero"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1583	
"Bosconero"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3146	
"Boscoreale"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	13775	
"Boscoreale"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	14152	
"Boscoreale"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	27927	
"Boscotrecase"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4993	
"Boscotrecase"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	5254	
"Boscotrecase"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	10247	
"Bosia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	87	
"Bosia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	93	
"Bosia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	180	
"Bosio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	612	
"Bosio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	583	
"Bosio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1195	
"Bosisio Parini"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1704	
"Bosisio Parini"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1720	
"Bosisio Parini"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3424	
"Bosnasco"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	326	
"Bosnasco"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	297	
"Bosnasco"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	623	
"Bossico"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	488	
"Bossico"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	505	
"Bossico"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	993	
"Bossolasco"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	311	
"Bossolasco"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	343	
"Bossolasco"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	654	
"Botricello"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2560	
"Botricello"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2714	
"Botricello"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5274	
"Botrugno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1304	
"Botrugno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1441	
"Botrugno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2745	
"Bottanuco"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2582	
"Bottanuco"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2555	
"Bottanuco"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5137	
"Botticino"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	5272	
"Botticino"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	5585	
"Botticino"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	10857	
"Bottidda"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	344	
"Bottidda"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	336	
"Bottidda"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	680	
"Bova"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	242	
"Bova"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	215	
"Bova"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	457	
"Bova Marina"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2069	
"Bova Marina"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2151	
"Bova Marina"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4220	
"Bovalino"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4517	
"Bovalino"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	8898	
"Bovegno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1061	
"Bovegno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1085	
"Boves"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4851	
"Boves"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4937	
"Boves"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	9788	
"Bovezzo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3587	
"Bovezzo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3846	
"Bovezzo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7433	
"Boville Ernica"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4217	
"Boville Ernica"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4308	
"Boville Ernica"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	8525	
"Bovino"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1579	
"Bovino"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1677	
"Bovino"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3256	
"Bovisio-Masciago"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	8267	
"Bovisio-Masciago"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	8662	
"Bovisio-Masciago"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	16929	
"Bovolenta"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1734	
"Bovolenta"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3471	
"Bovolone"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	7978	
"Bovolone"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	8100	
"Bovolone"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	16078	
"Bozzole"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	181	
"Bozzole"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	161	
"Bozzole"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	342	
"Bozzolo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2040	
"Bozzolo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4190	
"Bra"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	14266	
"Bra"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	15379	
"Bra"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	29645	
"Bracca"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	706	
"Bracciano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	9265	
"Bracciano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	9954	
"Bracciano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	19219	
"Bracigliano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2744	
"Bracigliano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5524	
"Braies/Prags"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	322	
"Braies/Prags"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	330	
"Braies/Prags"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	652	
"Brallo di Pregola"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	312	
"Brallo di Pregola"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	268	
"Brallo di Pregola"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	580	
"Brancaleone"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1814	
"Brancaleone"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3550	
"Brandico"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	863	
"Brandico"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	832	
"Brandizzo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4454	
"Brandizzo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	8743	
"Branzi"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	357	
"Branzi"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	355	
"Braone"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	343	
"Brebbia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1570	
"Brebbia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1669	
"Breda di Piave"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3945	
"Bregano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	440	
"Breganze"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4165	
"Breganze"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	8586	
"Bregnano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3242	
"Breia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	183	
"Brembate"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4339	
"Brembate di Sopra"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7868	
"Brembio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1349	
"Brembio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2696	
"Briaglia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	164	
"Briaglia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	145	
"Briaglia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	309	
"Briatico"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2468	
"Briatico"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1959	
"Briatico"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4427	
"Bricherasio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2272	
"Bricherasio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2336	
"Bricherasio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4608	
"Brienno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	159	
"Brienno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	176	
"Brienno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	335	
"Brienza"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2015	
"Brienza"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2015	
"Brienza"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4030	
"Briga Alta"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	26	
"Briga Alta"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	14	
"Briga Alta"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	40	
"Briga Novarese"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1400	
"Briga Novarese"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1465	
"Briga Novarese"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2865	
"Brignano Gera d'Adda"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2979	
"Brignano Gera d'Adda"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3030	
"Brignano Gera d'Adda"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6009	
"Brignano-Frascata"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	226	
"Brignano-Frascata"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	207	
"Brignano-Frascata"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	433	
"Brindisi Montagna"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	458	
"Brindisi Montagna"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	423	
"Brindisi Montagna"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	881	
"Brinzio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	421	
"Brinzio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	388	
"Brinzio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	809	
"Briona"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	560	
"Briona"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	604	
"Briona"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1164	
"Brione"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	366	
"Brione"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	356	
"Brione"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	722	
"Briosco"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2983	
"Briosco"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3005	
"Briosco"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5988	
"Brisighella"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3803	
"Brisighella"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3776	
"Brisighella"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7579	
"Brissago-Valtravaglia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	606	
"Brissago-Valtravaglia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	620	
"Brissago-Valtravaglia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1226	
"Brissogne"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	497	
"Brissogne"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	457	
"Brissogne"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	954	
"Brittoli"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	142	
"Brittoli"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	130	
"Brittoli"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	272	
"Brivio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2331	
"Brivio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2289	
"Brivio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4620	
"Broccostella"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1339	
"Broccostella"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1369	
"Broccostella"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2708	
"Brogliano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2030	
"Brogliano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1972	
"Brogliano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4002	
"Brognaturo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	391	
"Brognaturo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	329	
"Brognaturo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	720	
"Brolo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2752	
"Brolo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3015	
"Brolo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5767	
"Brondello"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	150	
"Brondello"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	125	
"Brondello"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	275	
"Broni"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4396	
"Broni"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	5015	
"Broni"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	9411	
"Bronte"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	9099	
"Bronte"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	9864	
"Bronte"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	18963	
"Bronzolo/Branzoll"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1396	
"Bronzolo/Branzoll"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1402	
"Bronzolo/Branzoll"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2798	
"Brossasco"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	533	
"Brossasco"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	518	
"Brossasco"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1051	
"Brosso"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	194	
"Brosso"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	210	
"Brosso"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	404	
"Brovello-Carpugnino"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	356	
"Brovello-Carpugnino"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	349	
"Brovello-Carpugnino"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	705	
"Brozolo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	223	
"Brozolo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	216	
"Brozolo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	439	
"Brugherio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	16916	
"Brugherio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	17952	
"Brugherio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	34868	
"Brugine"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3523	
"Brugine"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3593	
"Brugine"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7116	
"Brugnato"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	653	
"Brugnato"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	656	
"Brugnato"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1309	
"Brugnera"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4648	
"Brugnera"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4642	
"Brugnera"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	9290	
"Bruino"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4271	
"Bruino"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4334	
"Bruino"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	8605	
"Brumano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	68	
"Brumano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	51	
"Brumano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	119	
"Brunate"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	838	
"Brunate"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	877	
"Brunate"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1715	
"Brunello"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	476	
"Brunello"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	493	
"Brunello"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	969	
